,userName,score,at,content
783,Andik Taufiq,1,2022-03-15 23:43:41,"Selalu memunculkan popup sdcard error dan minta diformat, tp popup window-nya banyak banget. Padahal saya sudah pake sdcard khusus cctv yg ori. 🤦‍♂️"
784,Tomy Tandio,3,2022-03-15 16:54:21,"Stelah update baru ini, perangkat plug bardi yang lama fitur smartnya jadi error, di buat (if plug on), (then countdown 2min) ga bisa, dulu bisa"
785,Wahyu Tri Purnomo,3,2022-03-15 12:28:49,"Bbrp hari ini kok appsnya ngaco yah. Device yg nyala di apps indikatornya mati. Device yg mati indikatornya nyala. Jadi bikin bingung. Kadang dipencet berkali-kali tombol di apps, tidak ada respon. Dan yg paling fatal, ada device yg sy pakai utk menyala-matikan external HDD, tiba² mati dan nyala sendiri ketika sedang dipakai. Bisa rusak HDD saya kalo begini terus."
786,Andi Julian Surya,4,2022-03-15 07:11:53,The latest update of this app makes bardi bluetooth light bulb always error! could you please fix that kind of bugs or whatever. It really drives me crazy! Love the previous version more.
787,Kang Yans Ch,1,2022-03-15 03:02:34,Setelah update sering force close live view padahal saya pakai 4 cctv udah setahun normal saja... Notifikasi sensor pintu ga jalan... Kemudian saya punya 3 produk siren alarm ga nyala semua dipake sebulan... Duhhh... Gimana Bardi langganan pun kecewa gini
788,Akbarzdesu,3,2022-03-14 01:27:10,ga connect *edit* sudah berhasil connect
789,iPad Zain,5,2022-03-13 18:08:08,Great app
790,Rifandra Zumaryan,3,2022-03-13 12:23:52,"Buggy app, cannot receive notification after update to android 12"
791,Kurniawan Prawidhita,2,2022-03-10 04:41:24,"Motion detection pada ip camera static hanya bisa mendeteksi sepeda motor dan mobil, sedangkan orang berjalan tidak terdeteksi"
792,Mutia Restusari,4,2022-03-10 01:21:31,"Terimakasih, problem sebelumnya sudah clear, dan akhirnya saya bisa mengakses aplikasi bardi lagi dengan reinstall di hp"
793,Yoga Nugraha,3,2022-03-09 16:36:50,Camera motion detection not sending notifications
794,Shandy Robby,3,2022-03-09 16:01:21,Notif di Mi 10T Pro tidak muncul
795,Deejayz Ang,3,2022-03-09 13:01:54,Kok gak bisa keluar notifikasi kalau ad orang lewat atau gimana ya.. di ios bisa ada.. di android waktu update terbaru malah gak bisa keluar notifkasi
796,pramod Chandra Gupta hi tech,5,2022-03-09 11:02:52,Ye app bahut aacha hai aur mai automeshion ka kaam kar raha hu to hamko bahut aacha laga mai aapna home bhi kar rakha hu
797,Danis Zaidan,1,2022-03-09 03:36:20,"Kalau mati lampu / mati wifi selalu kedip-kedip terus lampunya, ganggu banget, apanya yang lampu pintar. Kadang sering gak kedetect & harus pairing ulang, malesin banget. UI & UX app nya juga jelek. Gabakal beli product bardi lagi"
798,M. A.F,2,2022-03-09 02:09:50,"satu bulan terakhir mendadak applikasi saya tidak memberikan notifikasi jika ada gerakan yg terekam pada cctv di rumah, sudah coba clear cache dan re-install app, masih belum solved. mohon dibantu"
799,Yohannes Kristianto,1,2022-03-08 12:52:16,"Updated latest version wont show notification on my bardi outdoor ip cam, please fix and will update the rating"
800,Timothy Tamara,2,2022-03-08 06:23:50,Tambahkan fitur untuk mengganti sinyal wifi untuk perangkat cctv bardi
801,Van Persie,1,2022-03-07 12:01:59,Update malah jadi loading terus pas setting device
802,Pesona Barat Aceh,5,2022-03-07 04:44:06,Kereeennn produknya
803,Jeremia Wijaya,1,2022-03-06 13:39:21,FIX YOUR STUPID CONNECTION ISSUE! YOU CAN'T EVEN FIX IT AND NOW YOU ADDED ADS INSIDE THE APP??? WHAT AN IDIOT DEVELOPER! POOR UI! STUPID CONNECTION ISSUE! WHAT A GARBAGE!
804,erwin tanama,1,2022-03-06 08:41:49,"After the last update, my phone doesn't get any notification alarm of door sensor when it open or close"
805,Aditya Kusuma,1,2022-03-06 06:17:32,Since update i cant get notification from cctv ip cam bardi from this apps..this update is bad
806,Abung B. Suryaputra,5,2022-03-06 02:12:45,"Sangat membantu dan mudah diaplikasikan dgn peralatannya👍. Saran, harga alat2nya jgn terlalu mahal ya Bardi...☺"
807,Farish Laily,5,2022-03-06 00:51:33,Good
808,INDONESIA RAYA,1,2022-03-05 05:14:47,No notification for motion detect on samsung note and xiomi
809,Atmadi Triwangsa,5,2022-03-04 13:23:30,Barusan datang cctv static outdoor cam dan menginstallnya. Alhamdulillah berfungsi dengan baik baik siang hari maupun malam hari. Memory nya juga berfungsi yg 128 GB. Cukup tidak ya untuk 1 bulan? Apakah akan loop lagi klo sudah penuh memory nya?
810,Saprizal Ical,1,2022-03-04 12:52:15,"Saya update aplikasi yg terbaru, sekarang ga bisa terima notifikasi.. Sebelum diupdate selalu menerima notifikasi dan ga lemot"
811,Anton Ico,5,2022-03-04 00:02:51,Excellent
812,john pentax,4,2022-03-02 20:52:43,"Works well on my previous samsung note 9 but having hard time accessing the cameras on my new samsung s22 ultra, any help?"
813,Jarot Mugiwara,1,2022-03-02 11:36:48,"Abis update, jadi gk bisa pakai perintah suara. Kenapa si kalo update, selalu ada aja yg ilang. Di tes dulu lah erornya kalo update. Jgn langsung di launching"
814,Fahd Magat,1,2022-03-02 11:34:48,Notifikasi cctv setelah mati listrik tidak berjalan.
815,Derildy Giardito,5,2022-03-02 03:57:11,"Sudah punya smart light, wake up light, IR Remote, smart socket, dan smart wallswitch, sangat puas dengan produk, pelayanan help desk dan teknisi bardi, two tumbs up 👍👍💯💯"
816,Erza Wahyudhani,5,2022-03-01 15:04:43,Push Notifikasi smartphone android dari automation message dan smart door tidak muncul setelah melakukan update. BTW BARDI tech supp sangat responsif. Trims
817,Andrew Ten (AndrewTenrijaya),3,2022-03-01 02:02:48,"Aplikasinya sudah bagus, tapi lebih bagus lagi kalau bisa playback hasil rekaman cctv dengan kecepatan yang bisa diatur. Jadi kita tidak perlu menonton detik demi detik. Terimakasih"
818,Mas Yoed,5,2022-02-28 23:25:20,Awesome
819,Asto H Rahadian,3,2022-02-28 21:07:13,lampu bardi 9wBT Device connection failure terus tiap keluar app bardi harus nyalainulang bt sma lokasi jg ribet.. paling gak blt aja gtu mau ganti warna zzz
820,Chondro Halim,3,2022-02-28 10:51:43,"liking the update, cleaner UI, app opens faster, but too bad still no dark mode."
821,Ilham Nugraha,3,2022-02-28 04:27:55,"I bought Contact Sensor recently, and I have an issue with Bardi notification on my Samsung. When the door is opened, I did not receive any notification at all even if the Bardi app is running. Please roll out the patch to fix this!"
822,Vincent Krisna,5,2022-02-27 11:12:24,Happy for the new UI & performance upgrade. Very neat and swift with new smaller home tap-to-run buttons. Performance is much more better since I have 50+ devices running and more that are not paired yet.
823,Ananta Herdy,3,2022-02-27 04:27:04,Notifikasi tidak pernah masuk ke handphone lagi
824,Putu Agus Suginantra,4,2022-02-26 22:29:04,Sudah bagus tapi klo bisa dioptimasi jg utk perangkat tablet ipad
825,Abdul Qahar,1,2022-02-26 04:04:30,"it take too much space on storage, can you just make it simple and usefull dev?"
826,Wahyu Hagono,4,2022-02-26 01:48:49,"I am using several Bardy devices and this application work well to control and programmed all the devices. It's also able to works with Google Home. However, to ensure stable and fast connection ensure your devices connected to nearby wifi spot. Ensure your devices has good wifi connection as control and programming are goes through the devices via wifi. Just hope that Bardy devices can go more cheaper so I could buy more devices to turn my home into fully smarthome."
827,Ricardo Tanova,5,2022-02-25 22:40:57,Wow the new upgraded apps really crazy fast and good. I never look up in play store just to give comment like this. Love this apps and company keep growing. :)
828,Muhammad Arifin,5,2022-02-25 19:24:23,Sangat membantu
829,Westjavanese,1,2022-02-25 14:34:29,Offline device gak bisa di connect lagi walaupun udah di update aplikasinya
830,Raka Arif Budiman,5,2022-02-25 05:32:49,Iklan standing light nya sangat mengganggu. Tolong dihilangkan.
831,Benediktus aprianto,2,2022-02-24 15:36:26,The app keep asking to login when i try to access.
832,Ilham Hadiakrom,5,2022-02-22 15:58:28,Please add Device Widget 1x1 icon for Home Screen in the next update. Some times we need to simply turn device on/off in single click without opening the app. Thank you.
833,Raden Maulana Rifa'i Abdullah,5,2022-02-22 15:42:41,"Tambahin fitur schedule buat ganti warna dong, jadi ngga cuma on off aja, overall bagus"
834,Virgous Nur,3,2022-02-21 18:18:51,Bug tidak bisa record video (dari internal memori cctv outdoor STC IP) ke smartphone dengan tepat
835,aris prima,5,2022-02-21 11:48:19,"Lapor bug: untuk menyalakan lampu, terkadang tombol on/off di aplikasi tidak sesuai dengan kondisi realtime lampu. Lampu tidak offline dan ketika tombol on/off di aplikasi ditekan-tekan (dinyalakan dan dimatikan), lampu tidak merespon sama sekali. Padahal koneksi internet lancar dan catu daya lampu tersambung. Entah masalahnya ada di aplikasi Bardi Smart Home, server, atau firmware di lampu Bardinya."
836,Ado Xebec,5,2022-02-20 10:26:19,harusnya bisa make bluetooth biar enak
837,Ling Er,1,2022-02-20 07:08:36,"tiap habis mati lampu, semua devices gaberfungsi. jadi mesti add ulang semuanya. padahal sengaja beli beberapa produk Bardi di rumah biar praktis. :("
838,besi primitif,1,2022-02-20 01:52:19,"Lamp keep blinkink it destroy your eyes, and can't connect. What is wrong with you making blinking lamp as an indicator for no connection. Very annoying!!!!!! Terus ini jg offline terus anjirrr aneh banget HAAAAAAAAA KESALL"
839,Marshella Valencia,3,2022-02-19 12:06:42,can't support 5G wifi & can't use the device also
840,karman fiqie,2,2022-02-18 15:33:39,"Untuk cctv, Gabisa liat playback, wlaupun udh pake micro SD card, eror mulu, fungsi yg terpakai cuma liat live & capture photo movements detection"
841,Juna Visual,1,2022-02-17 14:59:02,"Respon aplikasi masih lambat banget, Kalau bisa dibuat lebih responsif lagi seperti di IOS"
842,Stanley Theofilus,5,2022-02-15 14:32:35,"Sangat membantu. Cuma tidak bisa set pilihan warna atau scene di Scene Mode. Mungkin diupdate berikutnya bisa muncul custom yg lebih luas lg untuk pilihan warna dan scene di kustomisasi scene automation. Oyahh.. kalo bole UI appsnya bisa ditambahin fitur dark mode spy tdk membuat mata sakit saat membuka aplikasi dalam kondisi gelap. Anw, great job Bardi!"
843,ilham yanar,1,2022-02-14 22:50:29,"Setelah update aplikasi yang terbaru sering kali tertulis device offline padahal jaringan wifi tidak bermasalah, harus restart aplikasi baru bisa di gunakan lagi"
844,Samita Sita,1,2022-02-11 13:54:24,"Berfungsi cmn di awal aja, setelahnya ngga. Kadang macet2an juga. Hidup sm matiin lampu bukannya jadi tmbh mudah mlh tmbh ribet"
845,Ryan Hidayatullah,4,2022-02-10 17:17:41,Need dark mode ASAP!
846,Nuzula Hidayat,1,2022-02-09 01:23:58,cctv always offline
847,Kussetyanto Prihatmono,5,2022-02-06 04:55:21,"Good app need to improve to support mucrosd 128gb, because it runs well on 32gb."
848,Arif Wu,1,2022-02-04 23:52:15,"evertime i open, it always crash & close/quit immediately...👎👎👎"
849,Uda Desuka,2,2022-02-04 10:41:28,Can't connect bardi smart light bt series with my device and also it's hard to connect with my other device
850,Riki Afrizal,1,2022-02-02 06:30:05,"Sering restart sendiri lampunya, kedap kedip bikin pusing, ada harga, ada kualitas"
851,Gandhi Manalu,1,2022-02-02 00:04:13,Please explain why Bardi pasted from my clipboard when started???
852,Riski Kingkongs,2,2022-02-01 12:35:12,Ini udah ikutin instruksinya kenapa ga bisa konek ni pet feeder
853,Yoga Adhyatmana,2,2022-02-01 09:01:53,"Please update facebook login method, it's broken, i cant login using facebook"
854,kaka Irsyad,1,2022-01-31 07:08:35,Device selalu off-line walaupun terkoneksi dengan Wi-Fi. Harus membuka aplikasi dahulu untuk mengontrol device.
855,Sukas Sukas,1,2022-01-30 12:55:04,Remote Ac so slowwww response
856,Mich Pratama,1,2022-01-29 19:03:12,"The devices are on, good network, but the status are offline. MOST OF THE TIME. And they inocently just ask you to RESET + RE PAIRING.. THIS IS NOT SMART AT ALL. THIS IS STUPID"
857,Janrizka Betta,1,2022-01-29 14:32:37,"Aplikasi tidak bisa terbuka, sudah di install ulang tetap tdk bisa"
858,M H Herdz,3,2022-01-28 10:26:01,"Bardi 3 gang switches, tidak muncul semua di google home, hanya ada switch 1, switch 2, dan switch ALL, tidak ada switch 3, jadi kalau ingin mengontrol via google assistant, hanya bisa switch 1, switch 2, dan semua switch, sementara switch 3 tidak bisa dikontrol, karena tidak muncul di Google home."
859,Ronald Laloan,5,2022-01-26 04:25:35,Keren..keren.. produknya
860,Nur Machfud,5,2022-01-24 13:23:55,Nice apps
861,Ancelmus simamora,2,2022-01-21 01:10:33,"Aplikasi gak bisa digunakan, Wifi terbaca offline trus coba reset dan reinstall aplikasi malah gak bisa login ke Bardi."
862,Imam Siantar,1,2022-01-20 23:23:50,ga bisa login via Facebook.. update la..
863,kemal,1,2022-01-18 08:06:32,its make me upset just to try pairingan extension power socket
864,Kevin Moses,2,2022-01-15 03:11:54,"Turning on my simple lightbulb is like playing dice. Some days its flawlessly worked, other time it will require you to change network, force closing the app, resetting the bulb, and other stupid ritual just to turn it on. The future looks cool with app controlled gadget, just not the one made by Bardi."
865,Stevin Sitepu,4,2022-01-14 18:42:31,Akan lebih bagus ketika dapat di operasikan melaui perangkat PC/Laptop.
866,willson prawiranegara,1,2022-01-12 14:51:04,"Buruk sekali.. device saya poco f1, andoid 10.. saya menggunakan CCTV indoor PTZ.. Sering sekali terjadi ketika CCTV sudah dalam Private Mode, tapi masih bisa dilihat Live nya dari device sendiri maupun dari device lain ygdi share.. Sampai skrg tdk ada update untuk megatasi bug ini 👎"
867,Dhiya,1,2022-01-10 17:15:56,"this app is not good. use the smart life app or tuya life app instead of this one, works way better."
868,Hans Bandung,5,2022-01-08 14:49:47,"Produk BARDI Mantaabzz.. Pas ada masalah pun, langsung ditangani Team Home Care, Thanks BARDI"
869,SS Takaliuang,4,2022-01-07 03:45:49,"Please add option to disable audio recordings, in case I want to capture video only with no audio."
870,Hayuningtyas Puspitasari,5,2022-01-06 08:41:06,Mantapppp !!!!
871,rijāl,1,2022-01-05 16:18:31,it just kept on crashing ffs 🥲
872,ARIANTO ARTFELIN,4,2022-01-04 15:33:00,Easy to use but not to stable. The RGB Scene not always keep user changes even after we submit / apply the scene
873,mega putri,4,2022-01-04 12:54:33,min mau tanya klo misal perangkat pindah tempat gitu tetep bisa nyambung ke apk ga ya?
874,Chen Kwang,5,2022-01-04 11:45:48,"Produk dan pelayanan bagus, sukses terus Bardi"
875,dita oktaviany,2,2022-01-04 11:17:35,"Gimana nih, ganti HP, sepertinya kemarin login via Facebook, tapi sama Facebook sekarang di decline... Ilang semua settingannya... Mo setting lagi susah banget!!! Sekarang jadinya auto pilot mode... Lampu rumah berjalan sesuai settingan di akun yang entah apa login nya... Tapi kamera ga dpt di akses! Puyeng mo setting pompa air aja susah bener!!!"
876,Prima Putra,5,2022-01-04 11:08:31,Aplikasi nya sangat membantu dalam menggunakan device bardi
877,Eseando Octovianus,5,2022-01-04 08:31:48,Nice app
878,Bodro Najan,5,2022-01-04 03:53:28,Ok
879,Ryanza,1,2022-01-03 21:28:20,"makin lama makin ga bagus aplikasinya, matikan lampu / hidupkan lampu saja ga bisa lagi, lambat sekali responnya"
880,Ariendra Putra,5,2022-01-03 15:56:03,Keren BARDI
881,Denny Wibowo,5,2022-01-03 12:30:04,LED Lamp yang canggih..👍👍👍
882,Iffah N. Sihab,5,2022-01-03 07:34:28,"Aplikasi yang sangat bagus, sangat membantu smart living"
883,Boboy Boboy,5,2022-01-02 11:52:39,Produknya bagus dan csnya ramah good luck
884,kevinkevinworld,5,2022-01-02 07:11:34,"Lampunya bagus beli di store cabang mkg, semoga sukses selalu"
885,Darren Halim,5,2022-01-02 05:31:47,Bagus produknya dan csnya ramah. Best of luck bardi!
886,Prince Sukamto,1,2022-01-02 00:46:51,"Masih jauh dari sempurna, kadang connect kadang gak, infrared nya apalagi, masih banyak remote yang gak bisa dicover, ada yang ada tapi fungsinya gak lengkap, huft... Tolong segera diperbaiki..."
887,Henry Surjasentana,5,2022-01-01 06:44:43,Good product
888,Oky Stevanus,5,2021-12-31 06:43:02,Mantap klaim garansi mudah.. Terima kasih bardi
889,Ryan Aatka,5,2021-12-31 04:27:59,Led nya keren bisa diatur dr hp
890,Min min Wijaya,5,2021-12-31 04:07:08,Good service
891,Farah,1,2021-12-30 14:22:12,My lamp is on but it says OFFLINE. Really?! Cmon man.
892,Calvin Kwan,5,2021-12-29 11:33:33,"Wow bagus, membantu hidup"
893,Fateh Muhammad,1,2021-12-29 10:36:12,My automation bardi lamp not working with schedule set
894,andry prasetya,5,2021-12-29 07:59:15,Nice app to have a smart home
895,Fajar Maulana,1,2021-12-28 13:50:47,"Kalian serius ngasih iklan di awal pas appnya baru launch? Udah gitu gabisa di skip lagi kudu nunggu. Saya tau kalian ngeluarin produk baru yang keren-keren, tapi kalo aplikasinya di kasih iklan gini mah user experiencenya jadi jelek banget. Easy to use, but sorry I only give 1 star because of the ad"
896,Muhammad Fauzy,1,2021-12-28 13:09:06,produknya kan beli.masa aplikasinya ada iklannya.please deh.....
897,Sharon Allice Hutauruk,5,2021-12-28 11:44:15,Bardi is a must have for all apartments and houses. It comes handy and easy to use.
898,Lula And Family,1,2021-12-27 12:14:37,this apps shouldnot have any adv for the very first opening apps. if we in hurry it is so troublesome
899,Klaus Naibaho,1,2021-12-27 08:50:54,"I'm using this apps as I've purchased 2 cctv. Everything works fine, until today. Advertisement? Seriously? Ads everytime I open this app? It's really disturbing. Can you (developer) imagine the emotional feeling of a cctv user, everytime received a notification on their phone and have to wait 3 seconds because of the ads? One of the reason I choose Bardi from any other brand (with competitive price range) is because Bardi is ads-free app! I'm hoping of an ads-free apps on next update. Thx"
900,M Fathurrohman,2,2021-12-26 17:28:11,"you need to do something about this app... pretty sure my internet is okay, but still can't connect to the smart bulb"
